feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
1.9305190475127343,-0.6851543221868408,-1.2407281468033713,-0.6324924561513762,1.2190671883132935,-1.4524583476339827,-0.5156431724124036,0.9162458478800959,1.0094201939291378,0.8988664337405393,0
-0.13574503640090582,2.43022268872421,0.04104433272425818,-2.639069219603829,-0.8804876860933742,1.102238709300409,3.2293410580007973,0.04998866100253661,-1.788849673856813,-1.950919476345337,0
-0.5820663483765822,0.09154740802141736,-0.7648777883038526,-0.8416124777810249,0.24066602924117553,-0.03517783472240498,-0.05162032731722334,0.437433425130319,1.4369193393064406,-1.4535811954863582,0
1.8848582517472607,1.759880135311578,-1.838429579275408,-1.5805611378196713,0.037212399662574475,-0.3364507394346391,1.7891247449109218,1.2667083355812332,-0.17706291112626055,-1.99155966506869,0
0.1778996761974153,-0.4024917008872924,-0.8322309144802728,0.20078992310288615,-1.4497547830862823,-0.08665522448185202,-0.30657898660233823,1.344004620071229,0.6369171801457082,0.7014494366243329,0
0.047135960849908856,-0.5573377821835315,-0.9491059493950873,-1.3761842882715984,0.0740042426493203,-1.9788647996856545,0.06634665731621812,0.4989332564286802,0.08851568497002801,0.5460673741223075,0
-0.7763232561710272,0.44005905245673305,-0.4126985908390273,-0.5324078537220187,-0.14258649394031264,0.670322962073994,0.7521132556612573,1.0335519091377803,-0.02059984966379025,-0.913828314747483,0
-0.6051177348075774,0.7118022227840195,-0.15328975185501387,0.08013103509477472,0.33719346117185534,1.0650867841414633,0.4214760704387493,0.3139627844235877,0.3205239280693141,-0.9479008980331576,0
1.3423805937795195,1.528123046666495,-0.055931422190576216,-1.5340221338460915,0.5526596365328327,0.9549600782510872,1.9547083113219605,0.2404093662371724,-0.8597090746839753,-1.1068049232208954,0
1.3666519993045156,-1.2269550597620698,-1.3478037205320017,-0.24631030921661654,-0.4504576156730496,-1.476601343529926,-1.2915061129027674,1.0042824261915697,1.9406048316921138,-0.2856691561988107,0
