feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
0.7720799491483049,0.20684806562181682,-1.0245691825460543,0.1029499952691542,-1.4757938087464588,2.3332706270548247,0.07523862255080226,-0.44309381924146246,0.27591238172024957,0.37814930038785605,0
1.2907449840674692,-0.016569100707766744,0.48980745213659027,-0.37586373181998506,0.42810207114681487,-0.7463589032808755,0.5101610681756439,0.8380903210187401,-0.3541885385826236,-0.7312038043263933,0
0.3436469175410107,0.6546523361442332,0.1359952889450892,0.7681332328566536,0.16294096132000022,-1.3466934176678884,-1.1759279964326674,0.21695436662386894,0.6703153546227252,-0.8623882030797351,0
-0.8587581960095053,0.06996757313324352,0.9339661838511796,0.26688351179326736,-0.811588790972058,-0.7938016380872245,0.9234618114375572,0.9318975132903704,0.34863066102542256,-0.04286454333680566,0
0.5985748784441102,0.8770692409704052,-1.8303331260879099,-0.020380208010604865,1.264327873188316,1.1369075879577317,0.7348459723513091,-0.055211314473817316,0.5162380714476565,-0.348632089105343,0
-1.3467728912466244,0.1207116402387153,-0.7822315946361316,0.12234877956405626,-0.38072568351627123,-0.31057728956482605,0.7471090681294653,0.4059457990078774,0.3391176067158371,0.3261131683006356,0
-1.401097719457248,-0.9086895459151265,1.2780312407808878,0.17454573360983164,0.09458437912380313,1.9607602510886868,0.9247325003735186,0.9240944298415632,-0.044968023135433084,1.10581425788042,0
1.0243765578910802,-0.9301955336909139,0.5562755094161136,-0.07340364180208035,0.04431752558517932,-1.5942711530746292,0.03943884314197403,1.292064711423391,-0.4512148648997921,0.27744004030403774,0
-2.5761243055104175,-1.0908897701165385,1.4624669074146934,0.3861461848185538,0.0010846958569451228,-0.8490017416782194,0.9393474352018645,1.5605798525925412,0.05946456830529976,1.164934013928611,0
-0.9480273845780444,-1.696033532889971,1.6589492670542743,0.48555591410495963,0.4762294921184051,-0.19602603608036331,1.2231931598034154,2.1453455475988368,-0.008224604607196479,1.8538688228831859,0
-0.7706062483202779,0.08080838827427383,0.18671875611739622,-0.7048877001926996,0.39276277800308657,-0.638564530250677,0.9459844065166212,0.6850662277264049,-0.5264084816931446,-0.8205719869183027,0
0.8994737651666488,-0.17872278286960405,0.6679656778730585,0.281375585162822,0.3297491075210764,0.8585850926609505,1.233832690467785,0.9880011178717076,0.37155336064702205,0.5121180837587788,0
-0.764931128082788,1.2339517790413945,-2.3852196502350815,0.08535041714597072,0.9101234816004897,0.9469048536733702,-0.1391936320953904,-1.1595872225799548,0.6490283611514409,-0.41199673525083447,0
0.2221481683134547,-1.1279284083788768,1.0156393645810173,-0.5296863357286142,0.6970966990322478,1.085686891912246,0.395862263600706,-0.15009801363195938,-0.820146859756769,1.0263598548160313,1
-0.24998513165292588,0.4200497053569747,-0.9182056080571097,-0.6077134979224373,0.6449231501623864,1.1686531474695603,1.9857202250871517,0.6288639423397342,-0.03621568025840721,-0.2933084997437297,0
1.007966995395523,-0.933817503461188,0.19763105809666107,-0.03639331712449805,1.1956726674104985,-1.6435565429692405,-0.1278699129766726,0.0513122797404953,-0.346441170503096,1.072250736899307,0
1.0854406167348287,-0.9404620409453135,-0.45465077305666246,0.9420790998343209,0.25769035926521516,-0.390566627291386,-0.7278162788396682,0.7502030136444734,0.48541141417162076,1.5475028712639831,0
0.17501297143485836,-0.9221719630083258,2.363050469707232,0.15998983020796959,0.11808557066731151,-1.2806961535171548,0.7625720273229463,0.7431555897934972,-0.16158693774646146,0.8875963172272139,0
0.5075756901749778,1.060016670836941,-1.074178517678513,0.169255965946519,0.8533694818149121,-0.3459940185721822,1.0862508732830578,0.03759757684554291,0.768364692891816,-0.4035827361658413,0
-0.6898764109362906,0.5308310602220534,-1.1219548237544834,-0.3957553282563844,0.4782566112501813,-0.756650904895766,0.7611801426315323,-0.5169908756963869,0.03505521198029613,-0.15813945064747215,0
